id,author,title,content,rating,updated,im:version
14235584930,savvyk3nny,Reached My Limit,"I’ve been using Spotify since 2020 and used to love it. I used to be very adamant about never changing music apps, but I’m at my limit. 30 seconds used to be LONG for ad breaks, but now they’ve been reaching two minutes. I also used to be able to listen to 5-7 songs straight without ads, but now it’s more 3-4–5 if I’m REALLY lucky. 

Music is one of my biggest coping mechanisms, however I cant even have 15 minutes to myself without an ad. In fact, recently, they’ve changed it so ads will play right after the first song when you decide to start playing music. Not to mention the additional non-audio ads that pop up around the app as well. 

Now, the contents of these ads is another topic entirely. I’m not a purist by any means, but I really don’t enjoy hearing ads sampling a suggestive piece of a smutty audiobook, ESPECIALLY when I’m with family. 

If I hate the ads so much, why don’t I just buy premium? I used to, but then the price rose. And again, and again, and again. It is now THIRTEEN U.S. DOLLARS (fine, $12.99) for a single person. That is ridiculous. 

Additionally, the yearly music wraps have significantly decreased in quality. They used to be fun and accurate, but now parts are very obviously incorrect, nor do they seem to capture activity from the entire year. This is a big disappointment because, as someone who prides themself in listening to a wide range of genres, I loved seeing which ones I had explored each year. However, I began to see less appear in my “wraps” despite knowing very well I had listened to more. Whether it’s due to Spotify shrinking/simplifying genre groups or a lack of effort, I may never know, but it’s frustrating regardless.

Originally I had contemplated one star, but the fact that Spotify does offer a free listening experience grants it another. Nowadays it feels like you have to give an arm and a leg just for the bare minimum, but thankfully this wide range of music isn’t behind a paywall… just yet.",2,2026-06-27T22:33:24-07:00,9.1.60
14235582023,Bmcsteve,Horrible app,"It never loads and it forces me to delete the app and reload it just for it to crash when I’m playing music. I’m not joking,I’ve had a full wifi connection standing right next to my damn modem and the app still says “problem loading “I think Spotify doesn’t like me y’all. I just want to listen to country music!!!",1,2026-06-27T22:32:08-07:00,9.1.60
14235571218,Not so random guy,Wanna break from the ads?,So many ads about premium why not give it to me then?,4,2026-06-27T22:27:36-07:00,9.1.60
14235564065,cam cam lolss,Perfect.,I love every second on spotify,5,2026-06-27T22:24:40-07:00,9.1.60
14235559541,LetoElNińo🎧,MYBOT,LAV LEONARDO ANIBAL VILLANUEVA,5,2026-06-27T22:22:47-07:00,9.1.60
14235558604,ljb0215,I really love Spotify,I enjoy listening to Spotify every day.,5,2026-06-27T22:22:24-07:00,9.1.60
14235536693,MJFan4Real,Wonderful,"I love this app. I have it on my laptop & cell phone. Premium is worth it. It has a plethora of music, podcasts, & audiobooks.",5,2026-06-27T22:13:20-07:00,9.1.60
14235531632,Chess Bou,I love you Spotify,I love you,5,2026-06-27T22:11:15-07:00,9.1.60
14235516529,#KIDZBOPFan,Remove ALL Ads,"The ads I am getting (even on podcasts, not just music) are just annoying. You must remove all ads and just let me listen to my podcasts and music.",1,2026-06-27T22:04:58-07:00,9.1.60
14235496009,b-ball the he going,Guitarist,Just,5,2026-06-27T21:56:31-07:00,9.1.60
14235494518,Jerminator1,Yeah okay,I love Spotify it’s great mmmkay👍,5,2026-06-27T21:55:54-07:00,9.1.60
14235491715,Chimuelo221,Para Spotify me gusta mucho su servicio y sus grandes oportunidades sigan asin,Calidad precio un poco elevado pero vale la pena,5,2026-06-27T21:54:45-07:00,9.1.60
14235460758,hi mr hi 1234,Adds,Adds,3,2026-06-27T21:42:08-07:00,9.1.60
14235445671,olivianault,9/10,"this is one of the best music apps i’ve dowloded,and i’ve downloaded alot of music apps,tho there are cons,its most a great app! some of the cons are that you do have limited skips,and limited selection of songs. other than that,its mostly a great app! and you should defineitly download this app!",5,2026-06-27T21:36:10-07:00,9.1.60
14235409429,Trash………,1/5,Too many adds and always plays it in shuffle and gives me random songs,1,2026-06-27T21:22:03-07:00,9.1.60
14235397713,i like the old spotify,update,spotify has its moments when it comes with updates but this update they did for ipads… it’s a bit different. how we used to just swipe up now we have tap on the toggle to show the full picture of the music.,1,2026-06-27T21:17:22-07:00,9.1.60
14235391653,Crowhite91,Pretty good,Great things should be free lol,4,2026-06-27T21:14:58-07:00,9.1.60
14235371967,msmsks jsxmsksjss,the best,best music listening app btw,5,2026-06-27T21:07:06-07:00,9.1.60
14235364621,*.•hi•.*,AMAZING,love it sm,5,2026-06-27T21:04:12-07:00,9.1.60
14235355902,Sfghhdjje,Spotify,This app is very awesome. It allows me to listen to music with very few ads.,2,2026-06-27T21:00:52-07:00,9.1.60
14235343974,luluram998,SO GOOD !!✨💕 I love this app,It plays all the music I love. It has VARRY few adds and if there are adds they are all spaced out.eaven though I don’t have premium it’s still good.I love Spotify its my favorite app to listen to music on. If you’re thinking of getting it I highly recommend. I have no problem using it! 😁✨💕,5,2026-06-27T20:56:14-07:00,9.1.60
14235341781,HGOODY44,I fux wit Spotify,Thanks for being dope n shi. Making fire ahhhh play lists and knowing the vibes im ready to listen to all da time. I fux witcha fam,5,2026-06-27T20:55:23-07:00,9.1.60
14235327536,Bring Back Knuckles Chaotix,Horribly greedy,"You have to pay to literally skip songs, and the artists barely get any money out of it. If you want to support your favorite artists, buy their songs so you can listen ad free AND help them pay the bills.",1,2026-06-27T20:49:45-07:00,9.1.60
14235323616,nsaari,Adds🙄,Everything is good but the adds,4,2026-06-27T20:48:14-07:00,9.1.60
14235303235,2474468853778,I hate that yall support ice,You guys suck,1,2026-06-27T20:40:22-07:00,9.1.60
14235299461,Big__$g,Just get premium,"It’s worth a penny for unlimited listening music depend 12 bucks
💀🤷‍♂️💯",5,2026-06-27T20:38:56-07:00,9.1.60
14235297544,Spotify listener01,Love,Love Spotify best very,5,2026-06-27T20:38:12-07:00,9.1.60
14235291145,Kevin Analizinski,Good app,Good app lots of problems one of which being the god awful dj don’t even get me started and the shuffle system?? Oh boy other then that tho decent app id give it 3 stars 🙂,3,2026-06-27T20:35:44-07:00,9.1.60
14235290116,GoldenEmuluvsjesus,Best way to listen to music!!!,I have absolutely loved the amount of music that is available to me and the fact that I can easily search anything up! I’m constantly updated on new albums and upcoming concerts near me. I am also never let down by the playlists generated for me! Highly recommend!!!!!!,5,2026-06-27T20:35:20-07:00,9.1.60
14235284765,Yacob Schulte,Spotify,Decent app hopefully it stays that way,5,2026-06-27T20:33:15-07:00,9.1.60
14235270335,Luna light fury x toothless,I LOVE SOMBRS MUSIC,And I love his new single: my body isn’t ready it’s so GOOD,5,2026-06-27T20:27:46-07:00,9.1.60
14235243815,roblox! is fun and cool,🫡,Good music like music so good app so good music,5,2026-06-27T20:17:39-07:00,9.1.60
14235237900,Mhadz_,Good and BAD,Expensive,5,2026-06-27T20:15:25-07:00,9.1.60
14235217470,Infinite_The_Jackal8272,Калл,"Вы адекватные там сидите, люди просто хотят слушать треки оффлайн, скачать песню и слушать что хочется, а вы что делаете? ПРАВИЛЬНО! Подписки! Все это есть в базовых телефонных плеерах, а у вас видите ли это премиум функция, 6 треков можно у них пропустить. Дибильное приложение с дибильными условиями",1,2026-06-27T20:07:51-07:00,9.1.60
14235204267,Tu Tu sahur,The best,It just so good,5,2026-06-27T20:03:05-07:00,9.1.60
14235203160,#luvspotify,We <3 Spotify,"Solid app. I have a DJ, mix’s generated with music I’d like-new and old favorites, and no ads. 10/10 musical, artistic experience. Also they give you music videos, lyrics, some behind the cut info on the song from the artists and hooks me up with a radio of the songs I love the most. #spotify4life",5,2026-06-27T20:02:40-07:00,9.1.60
14235191977,"April 19, 2015",Do you recommend been playing this for 10 years?,Playing this when I was a 10 year-old amazing doable and it doesn’t force premium wonderful,5,2026-06-27T19:58:32-07:00,9.1.60
14235191905,Reviewpro_176,Expensive,"I love Spotify and how it has exclusive songs that Apple Music wouldn’t. 3 months for free is great, but 13$ a month after?! I don’t have money for that. and the ads are crazy without premium. They are literally every 5 minutes.",4,2026-06-27T19:58:31-07:00,9.1.60
14235179046,Sayaka miki #1 fan,Spotify is the best,Best app I use that I download,5,2026-06-27T19:53:52-07:00,9.1.60
14235170039,Bob36953,Sucks on ipad,This app constantly freezes and stops on an ipad. It is such a buzzkill when you start a song and it takes forever to start and when it finally does it starts and stops again several times!,1,2026-06-27T19:50:34-07:00,9.1.60
14235145032,Musica all,The best music app,It have everything u wanna hear,5,2026-06-27T19:41:20-07:00,9.1.60
14235136451,montcarpediem,Surreal,To have any music one touch away is impressive. Thank you so much Spotify,5,2026-06-27T19:38:13-07:00,9.1.60
14235134908,6124_-_4216,Buffering,Even my download music has to often pause to buffer while playing music.,3,2026-06-27T19:37:40-07:00,9.1.60
14235132132,milo_lovesboys,AMAZING,ilovespotify yummyyay,5,2026-06-27T19:36:41-07:00,9.1.60
14235131653,Dislike by mee,Stupid,I hate how when you don’t have premium you can’t adjust the music time,2,2026-06-27T19:36:31-07:00,9.1.60
14235128716,#Jesuslovesyou!!!,LOVE SPOTIFY,Love listening to worship music and jamming out to Spotify in the shower!!,5,2026-06-27T19:35:28-07:00,9.1.60
14235113542,AbrahamStinkin,Best one so far,Spotify is the best and the rest be trying to catch up fo sho. That’s what’s up…,5,2026-06-27T19:29:59-07:00,9.1.60
14235111841,Djnoteven,I love Spotify,I love Spotify and listening to music it really elevates my mood I would just say the Spotify premium prices should be lowered to 10$,5,2026-06-27T19:29:19-07:00,9.1.60
14235102572,Jerryeva laredo,Años,Tengo más de 10 años y ninguna promoción,5,2026-06-27T19:25:59-07:00,9.1.60
14235088163,"Night fury, M11",Love but not love,It’s really good but to many adds I listens to l e song and then there was an add it says free but you have to pay in reality,3,2026-06-27T19:20:53-07:00,9.1.60
14235084442,MD Cyrillian,High quality app,"Good app, i enjoy using it to listen to music on, it has a high quality ui, lots of stuff to pick from, lets you have the music playing with the app minimized on mobile, no ads, no bad marketing stuff, just pure music and fun.

The only thing i dislike is how it wont let you edit the recommendations and the history.

Overall very good app would recommend to anyone who likes music",4,2026-06-27T19:19:31-07:00,9.1.60
14235077757,TPPullant,poor connection,switches out of my bluetooth at wull,1,2026-06-27T19:17:08-07:00,9.1.60
14235074360,DocDrizzy,Siempre,💯😉😘,5,2026-06-27T19:15:55-07:00,9.1.60
14235074036,Di Kinballs,Bare bones,"God forbid I don’t want to pay for premium I can’t go back, I cant listen to more than 4 songs without the worlds longest ads bro. Barely better than YouTube music atp.",1,2026-06-27T19:15:49-07:00,9.1.60
14235070793,Hiasftc,Ads,Too many ads I can’t listen to a song without the ads being longer than the song,1,2026-06-27T19:14:39-07:00,9.1.60
14235068869,Schafer T,👍,👍,5,2026-06-27T19:13:58-07:00,9.1.60
14235054365,ari the peak,SO PEAK!!,Yas,5,2026-06-27T19:08:44-07:00,9.1.60
14235027830,Nig67mason,Tuff,Tuff tuff tiff tung ting tuffington tiffson,5,2026-06-27T18:59:18-07:00,9.1.60
14235026812,Mustard mango 6777,: ),"W app I g
Just u dont need WiFi",5,2026-06-27T18:58:57-07:00,9.1.60
14235023960,dud142635,Amazing,Super good just there’s a subscription,5,2026-06-27T18:57:56-07:00,9.1.60
14235007606,Mr.tartyfartykart,its just good,who tf dosent like spotify?? like?,5,2026-06-27T18:51:59-07:00,9.1.60
14234996590,nola big fan,The best,Under the Hood with Jonathan Hood is the best,5,2026-06-27T18:48:05-07:00,9.1.60
14234992516,nskajsjw,peak.,app is peak.,5,2026-06-27T18:46:37-07:00,9.1.60
14234987080,radzz33,ugh,"Asked me too rate while typing, 1 stars for making me mad, I very much dislike this disgusting app filled with ads, I will destroy the creator. The creator shall perish, I will make the creator perish, the creator deserves to rot, I’m very unhappy with this app, I think the creator should sit and think about there actions, as I’m very unhappy, help me. I need very good app and this one saddens me, whoever made this needs to fix their app, as it is very bad. I want a good app that makes me happy, not one that saddens me, and this does just the opposite of what I look for in an app.",1,2026-06-27T18:44:38-07:00,9.1.60
14234984166,STONERLINECOOK,Review,I have used Spotify for like 3+ years and have always loved it definitely the best and the cheapest,5,2026-06-27T18:43:36-07:00,9.1.60
14234983164,Kaylalaughing78901,Spotify!,Really reliable just want to make sure you find your favorite playlist! And it has great recommendations! I love using the premium family plan!,5,2026-06-27T18:43:13-07:00,9.1.60
14234963587,Eclipse supports TDL,AAAAAAAAAA,"Love. This. App! I LOOOOOVE all the playlist people make, all the songs, podcasts, audiobooks, I LOVE EVERYTHING! I like it when I see people who make playlists of things I love! Plus, I love it when I can relate to people in the comments! <3",5,2026-06-27T18:36:17-07:00,9.1.60
14234944408,JamesScott13,Cook,Love!!!!!,5,2026-06-27T18:29:24-07:00,9.1.60
14234928114,Mikey Dickey,The ads,There’s too many,4,2026-06-27T18:23:18-07:00,9.1.60
14234925538,Adydtfkcjx,No me parece justo,"Es muy buena app de música pero siento que hay muchos anuncios y no me parece justo que por lo menos a mí, no sé si a otras personas les pasa y me imagino que si, me pongan una cantidad limitada para pasar la canción o poner la canción que yo quiera porque no todos tenemos para pagar el premiun y no por eso tenemos que tener acceso limitada a las canciones que queremos escuchar",3,2026-06-27T18:22:21-07:00,9.1.60
14234921924,Mortysalt,Love SPOTIFY,Nothing better than playing the music I enjoy the most when I want to….commercial FREE! Makes my day so much more enjoyable.,5,2026-06-27T18:21:02-07:00,9.1.60
14234889188,Flowers C.A.T.S,Love it,"I’m going through a lot of stuff rn and I’ve been just listening to music and it’s been saving me sanity, love it",5,2026-06-27T18:08:41-07:00,9.1.60
14234859378,The mixx kid.,Progress is being made but too slow.,"Progress is being made but after all the years of Spotify existence it’s still not where it should be.
As a long time customer of Spotify I can say that the improvements are fee and slow to take effect.
I could really move this app ahead.",3,2026-06-27T17:57:40-07:00,9.1.60
14234851899,not paid to lie😂,a couple tweaks could be made,"when i look up pre-made playlists, and press shuffle play, it gives me songs that are nowhere near the category i chose (ex: i looked up old klove songs, and got bad bunny spanish type songs😭) i hope this is not just a me problem😭 Also the dj isnt very helpful, its pretty much just your liked songs with a few old songs you used to like. maybe thats just how it supposed to be but i just feel like theres too many things that do the same things",3,2026-06-27T17:54:51-07:00,9.1.60
14234845149,Ankluun,Team Music😂😂,"I love listening to the music, and I think it’s soo cool that u can make your own playlists. Just putting on my playlist get me in a whole mood and it gives me energy to clean my room so I just put it on playlist and clean and I feel good about it because when you go away to put something away, you have like eager to come back so you can come and listen back to the music.",5,2026-06-27T17:52:19-07:00,9.1.60
14234835459,Carlitopro1,1,10/10,5,2026-06-27T17:48:36-07:00,9.1.60
14234827715,Honest opinion whenever,Read!,Stop looking at reviews just download it!,5,2026-06-27T17:45:42-07:00,9.1.60
14234822759,Koributt19182__\~,Please open,Try 1-2 adds at the same time instead of 3-5,4,2026-06-27T17:43:50-07:00,9.1.60
14234820982,GregoryMhk,Lo mejor,La mejor app!,5,2026-06-27T17:43:11-07:00,9.1.60
14234819727,Lemononthebeach,Too many ads,"Good music, more suggestions would be appreciated just as much as less advertisement 
Thanks !",2,2026-06-27T17:42:42-07:00,9.1.60
14234818809,Athenaaa946,I love thissssss,I always listen to Eminem and I can upload it! It turns off at a scheduled time if u wanna listen to music at night!,5,2026-06-27T17:42:21-07:00,9.1.60
14234811025,Shigarki_wife,“Dear god”-XTC,Let everyone have premium for free,5,2026-06-27T17:39:28-07:00,9.1.60
14234808235,Amos Approved,Way too expensive,Too expensive for single user,1,2026-06-27T17:38:25-07:00,9.1.60
14234800818,Old vinalla,5 Stars,"Spotify is one of the best music streaming apps because compared to apple music it has better music recommendations, jam playlists, and is basically youtube in one",4,2026-06-27T17:35:38-07:00,9.1.60
14234797082,CreeperKing1613,Amazing App!,"Amazing song selection, I can literally create a playlist of any songs imaginable and also edit the transitions between them for the perfect sound!",5,2026-06-27T17:34:17-07:00,9.1.60
14234792799,Stooopidhead,It’s only been getting better,Been a user since day 1. Been my ol reliable and has only been getting better.,5,2026-06-27T17:32:44-07:00,9.1.60
14234791088,trinhhhj,you guy’s went downhill,terrible,1,2026-06-27T17:32:06-07:00,9.1.60
14234787306,Your son 69🥵,Spotify is booty,Epstein ate my booty,5,2026-06-27T17:30:42-07:00,9.1.60
14234767902,CCRasb,Please delet this,I have issues with the 6 skips you get per hour,3,2026-06-27T17:23:32-07:00,9.1.60
14234756755,katiehale12,Spotify top fan,Thank god you made Spotify because Apple Music does not have any rapping type songs. So that’s why i haded to make this. Signed: Miles.,5,2026-06-27T17:19:20-07:00,9.1.60
14234754857,IcedPearTea,PLEASE REMOVE THE JAM FEATURE,"It's literally only used by trolls. Please at least make it not automatically turn back on every time you listen to music. Every setting with jam in it is turned off in the settings, but it still always turns back on every time. Just get rid of it since people that want to listen to the same thing can just do that and its literally only used by trolls that turn off strangers music or change it. Just get rid of this braindead feature please.",1,2026-06-27T17:18:34-07:00,9.1.60
14234752988,jacin_2014,Best music,I used for several  and still listen years I,5,2026-06-27T17:17:52-07:00,9.1.60
14234745269,JuanAlbertoJr,No se puede disfrutar mucho,Antes había como mucho 1-2 anuncios por ahora luego paso a 2-3 cada media hora y ahora obligado cada 2 canciones o así hay 4-7 anuncios y no puedo disfrutar y normalmente pago el premium pero me parece un exceso la cantidad de anuncio,1,2026-06-27T17:14:54-07:00,9.1.60
14234711461,Aaabse,Too many annoying ads,The ads are insufferable,1,2026-06-27T17:01:56-07:00,9.1.60
14234705087,Look at the 5 stars,umm,my spotify dose not play playlists in order and my friends dose we both use it for free and there’s nothing i can do for it to play normally please fix this and also it plays like my friends on my ipad but not my phone still,4,2026-06-27T16:59:28-07:00,9.1.60
14234697025,Jhertzzz,Don’t Iove ripping off artists,Spotify didn’t create any of this music and yet they’re taking all the money. Lame.,2,2026-06-27T16:56:24-07:00,9.1.60
14234693129,Audrey 67667,K-pop lover,I love the kpop!!!!!,5,2026-06-27T16:54:53-07:00,9.1.60
14234679214,Opinion of an ologist,My un-biased opinion,"The free version is mid, and I swear they got some kinda ai or algorithm that tracks your activity AND THEN all the sudden turns into “premium features” but if I had to pick between the top 3 “free” music janks I’d pick Spotify every time… #digitalcrack.",5,2026-06-27T16:49:21-07:00,9.1.60
14234665280,PrestonM1115,Great but a little glitchy,Sometimes my thing freezes and why can’t you download songs without premium,4,2026-06-27T16:43:49-07:00,9.1.60
14234662779,UR BESTIE 😍🤪🤩,Idk how I feel abt this,"I love da app, don’t get me wrong. But there’s too many damn ads. Like every song there’s a ad! And then once in a while I’ll go months with Spotify premium without paying them randomly it just won’t work anymore.",3,2026-06-27T16:42:51-07:00,9.1.60
14234643485,lily.rosee,love the music,I love the music but I don't really like when you can't pick your own songs when it says the premium thing please try to take it away?,4,2026-06-27T16:35:18-07:00,9.1.60
14234639880,bubblegumydrop97,W App,Best music app out of all of them but it sucks without premium,4,2026-06-27T16:33:53-07:00,9.1.60
14234631843,TASVS,Torres,Me distrae cuando me siento mal oh algo por el estilo me desaburre demasiado es muy bueno,5,2026-06-27T16:30:46-07:00,9.1.60
14234616029,🐷rose🐷,It's alright,It makes you pay to play a song in any order,3,2026-06-27T16:24:42-07:00,9.1.60
14234612643,This isn’t truthful,I LOVE SPOTIFY,I love spotify so much I love listening to the audiobooks because I am just so lazy to pick up a book and read!,5,2026-06-27T16:23:22-07:00,9.1.60
14234609256,Sticksshacks,Server Issue,You know your AI partnerships are immoral and uneconomic and yet we all have to deal with it. Thanks,1,2026-06-27T16:22:01-07:00,9.1.60
14234600740,Sawman5934,Decent reliable,Pricey and does pay artist enough,3,2026-06-27T16:18:42-07:00,9.1.60
14234594911,Ffffsfghj7gfedgjl.hgf,Stop,Asking for a review,1,2026-06-27T16:16:28-07:00,9.1.60
14234587998,Unknown Yandere,It very good app I don’t listen to ads,It very good app and I don’t want to listen to ads,4,2026-06-27T16:13:48-07:00,9.1.60
14234570054,I heart ￼,About the music,I love to put music when I am showering and everywhere,5,2026-06-27T16:06:54-07:00,9.1.60
14234568478,CATMARIOISDAHBEST,Great music,Bro this app has great music and honestly I gave it 5 starts because it’s a app where u can get juice wrld fnf songs and etc,5,2026-06-27T16:06:17-07:00,9.1.60
14234563905,Jjc6752,Reviewing,Better than any music app,5,2026-06-27T16:04:32-07:00,9.1.60
14234555952,Mike ox inuras,Dildoh,Great app tons of music and podcasts choices just add free listening is blocked behind a paywall:/,4,2026-06-27T16:01:29-07:00,9.1.60
14234550715,dhshnakskd,Organized and lots of material,"I love how Spotify is very organized. They also offer plenty of music, podcasts, and even a good selection of audiobooks. I was a YouTube subscriber for 6+ years before I joined Spotify. YouTube would constantly recommend the same type music and videos. Spotify actually shows me new music and videos, which is what I want. Switching from YouTube to Spotify has simplified and enhanced my media listening experience.",5,2026-06-27T15:59:27-07:00,9.1.60
14234541387,ArgentinaWillWinWC,Spotify,has like everything and good controls but without premium it’s buns,4,2026-06-27T15:55:49-07:00,9.1.60
14234531483,Roblox hype,my opinion,i absolutely love love spotify. Music has helped me get through many many things through life right now. I hope to see this app strive n improve. jesus saves! 🤍,5,2026-06-27T15:51:52-07:00,9.1.60
14234511125,unicornemogi 11,Worst music app ever!,This genuinely has to be the absolute WORST music app I’ve ever used! Before I bought premium I would quite literally get 3-5 ads after EVERY SINGLE SONG. I do understand that they need to make revenue somehow but creators on Spotify already barely get paid so what’s with all these ads… ALSO the music KEEPS PAUSING RANDOMLY EVERY COUPLE SECONDS. This app is so unusable without premium it’s so obvious and annoying. If it weren’t for the playlists that I have on here I would switch IMMEDIATELY to a different app!,1,2026-06-27T15:43:48-07:00,9.1.60
14234508469,Ocean_tg,Sarah,Spotify is the best resource for music has any music you want and I recommend using Spotify premium,5,2026-06-27T15:42:47-07:00,9.1.60
14234506689,Edie🪐🌀,Spotify,Best app oat🥹,5,2026-06-27T15:42:04-07:00,9.1.60
14234502686,Brady13king,Spo,Best music platform,5,2026-06-27T15:40:29-07:00,9.1.60
14234487261,Peace&$78,My Review,Cant change the skin. Keeps repeating the same song suggestion no matter what playlist Im creating (Chimbawumba) has videos suddenly appear on the screen. Need to find the time to cancel.,1,2026-06-27T15:34:26-07:00,9.1.60
14234487239,Kingbooandamber43628,You aren’t making improvements you are making unimprovements.,This app will not let you pick a song you want to listen unless you pay for it. Don’t get this app. Don’t give money to greedy Spotify. It is selfish and greedy. I think Spotify should give us control. And it only plays random songs and it will not make you have control to pick which part of the song you want to listen to. I HATE SPOTIFY. I do not recommend this app because it selfish and greedy.       “By your dear lovely #1 hater “,1,2026-06-27T15:34:25-07:00,9.1.60
14234474100,Am I pretty boy,Heaven knows I’m miserable now,PEAK,5,2026-06-27T15:29:19-07:00,9.1.60
14234470576,mbvxsryiphtdvn,Horribly annoying,Worst free app ever,1,2026-06-27T15:27:56-07:00,9.1.60
14234460056,Paiz!!!!!!,It's so good!!!,when I turn my phone off while I have a song on the song doesn't pause it actually stays on. ☺️☺️🥰🥰🥰,5,2026-06-27T15:23:42-07:00,9.1.60
14234459891,Ihatethisnameisalreadytaken,I HATE PREMIUM,i love spotify but come on.. why do we need premium to go to a specific part in the song bro?,5,2026-06-27T15:23:39-07:00,9.1.60
14234456856,Kaniel G,Best Music App,this is way better than Apple Music,5,2026-06-27T15:22:24-07:00,9.1.60
14234456153,Romero jacob,Ads,I like Spotify but there are to much ads popping up to much,5,2026-06-27T15:22:07-07:00,9.1.60
14234437088,Tío Oño,Bonito,Me deja en paz en momentos malos,5,2026-06-27T15:14:36-07:00,9.1.60
14234423424,Brandon Keller666,Spotify,"Can’t skip to certain parts of the song, and adds regularly.",3,2026-06-27T15:09:16-07:00,9.1.60
14234422122,mlavery85,Offline or no data logic,"The way that the app will literally lock you out if you are in a poor service area by going online and offline a million times a minute. Way on earth can’t it see that I have offline files and that I am trying to play them, needing to go online to let me press the play button is insane.",1,2026-06-27T15:08:45-07:00,9.1.60
14234408848,Dar Le,My go to,Number 1 in book,5,2026-06-27T15:03:33-07:00,9.1.60
14234385000,Ant_1526,Summation,"I like it, cuz I get to listen to unreleased music and the quality",5,2026-06-27T14:54:23-07:00,9.1.60
14234383410,6Ts Rob,Oh ya…….,"Just paired up with my Sony 1000. Listening to my oldies, better than ever!",5,2026-06-27T14:53:46-07:00,9.1.60
14234380722,cadence55,Why is every playlist “made for you”???,I can’t find non-curated playlists anymore. Every playlist I search for now is 90% of what I already have plus a few similar songs. I wish I could disable to “made for you”.,1,2026-06-27T14:52:44-07:00,9.1.60
14234376393,Cheesy spfy,Playlists de algoritmos demasiado comerciales,Uno busca buenas bandas y la siguiente canción es de una banda muy comercial y una canción aburrida. Su algoritmo no es intuitivo,2,2026-06-27T14:51:06-07:00,9.1.60
14234375219,Star 🥷🏾💔,So good bruh,So like my dad put me on this app and like oh my gosh it is so amazing like at first I was with YouTube and then dad came and saved my ears like ima scream HAHAHAHAHAHAAHAHAHAHAHA jk🤣,5,2026-06-27T14:50:40-07:00,9.1.60
14234374444,Philly_kid123,Great but going downhill,"Used to be my favorite app of literally all time, but all of the new gimmicks and additions are making it much worse. It needs to be much less AI focused and have fewer, but cleaner functions. It’s still the most important app on my phone but it’s becoming less usable by the update. Fingers crossed they try to keep it simple. P.S. Change the logo back.",4,2026-06-27T14:50:22-07:00,9.1.60
14234367211,Stan Lee Jr.,Epic,It is epic,5,2026-06-27T14:47:32-07:00,9.1.60
14234358259,senditalrwady,Ooga boogie,Ooga boogum,5,2026-06-27T14:44:04-07:00,9.1.60
14234337655,Nap1849,Music,Don’t like paying for it but here we are.,5,2026-06-27T14:36:03-07:00,9.1.60
14234335999,Waywardwerewolfwobbles,Pishaw,I like music and stuff and merch,5,2026-06-27T14:35:25-07:00,9.1.60
14234330807,Beanie923,The best music app ever,Used since 2019 love the app,5,2026-06-27T14:33:24-07:00,9.1.60
14234327998,Jisdagoat,Spotify,Really good for music not that many adds,5,2026-06-27T14:32:19-07:00,9.1.60
14234320307,siminthagoat,so sigma,To close is fire. they need to add hello hello by paramore tho,5,2026-06-27T14:29:18-07:00,9.1.60
14234305897,LeilaineKB78,Problems that need to be fixed,When I try to put a different song on it says I have to got premium to play any song I want on my playlist and on my playlist it is playing different song when it has to be in order,3,2026-06-27T14:23:46-07:00,9.1.60
14234294267,Pkxd for life,Just amazing,Just know this is the best app u can turn your phone off while listening and this app is just so amazing it got all songs you can think of,5,2026-06-27T14:19:23-07:00,9.1.60
14234283501,Helpful learning app,Spotify,Spotify is very easy to use and it lets me listen to my music with very few ads. It is a great app.,5,2026-06-27T14:15:22-07:00,9.1.60
14234240511,fcyjfcjytjcy,good app,good app,5,2026-06-27T13:59:03-07:00,9.1.60
14234239483,𝕃𝕠𝕥te,It’s amazing and sigma,I love this so much :P,5,2026-06-27T13:58:40-07:00,9.1.60
14234234201,Galion jag,Spotify,Love the variety of music thank you,5,2026-06-27T13:56:43-07:00,9.1.60
14234232604,ggfgnhf,Good,Pretty good for music. I use it for music before baseball games.,5,2026-06-27T13:56:08-07:00,9.1.60
14234215499,Chillaxmax135,Overall,BEST music app I’ve ever owned I tried em all but with the premium I can save any song I can upload and download music no ads no glitches and I love jams and messages,5,2026-06-27T13:49:44-07:00,9.1.60
14234210729,Plz Spotify try to fix this.,Pls fix this,This is the worst app ever I search for some thing and it doesn’t show up and every time I leave the app to play some thing the song stops playing and it’s very annoying. So in my opinion I do not like this app.,1,2026-06-27T13:47:59-07:00,9.1.60
14234201101,jhonisell,Great service fast,Great service and fast,5,2026-06-27T13:44:28-07:00,9.1.60
14234198271,ken ariel,Best,Every time ever where the best,5,2026-06-27T13:43:25-07:00,9.1.60
14234179812,Boyeatmyshorts33,Y,Yasss,5,2026-06-27T13:36:39-07:00,9.1.60
14234173233,my name is DONALD J TRUMP,Your Mom,Great (your mom) 69,5,2026-06-27T13:34:11-07:00,9.1.60
14234139258,Hensjsygghaughrbdudj,What I love,I love the fact that I can play my favorite music on here,5,2026-06-27T13:21:44-07:00,9.1.60
14234136147,Carlosrivers,Ads are out of control,"This app used to be useful and it made sense. Now it forces you to buy the premium or forces you listen to 3 ads after one song. No way to scape the ads. Totally trash, tech money hungry app. If you are gona have to pay a fee; use YouTube, it has better selection of music.",1,2026-06-27T13:20:34-07:00,9.1.60
